defined_class	defined_class_label	entity	entity_label
MP:0010776	"abnormal placenta metrial gland morphology"	UBERON:0008855	"placenta metrial gland"
MP:0001711	"abnormal placenta morphology"	UBERON:0001987	"placenta"
MP:0011522	"abnormal placental labyrinth villi morphology"	UBERON:0010005	"placental labyrinth villous"
MP:0002439	"abnormal plasma cell morphology"	CL:0000786	"plasma cell"
MP:0003950	"abnormal plasma membrane morphology"	GO:0005886	"plasma membrane"
MP:0013939	"abnormal plasmablast morphology"	CL:0000980	"plasmablast"
MP:0004242	"abnormal plasmacytoid dendritic cell morphology"	CL:0000784	"plasmacytoid dendritic cell"
MP:0014060	"abnormal platelet alpha-granule morphology"	GO:0031091	"platelet alpha granule"
MP:0004721	"abnormal platelet dense granule morphology"	GO:0042827	"platelet dense granule"
MP:0004720	"abnormal platelet morphology"	CL:0000233	"platelet"
MP:0010820	"abnormal pleura morphology"	UBERON:0000977	"pleura"
MP:0012684	"abnormal pleural cavity morphology"	UBERON:0002402	"pleural cavity"
MP:0012496	"abnormal pleuropericardial membrane morphology"	UBERON:0006278	"pleuropericardial folds"
MP:0008059	"abnormal podocyte foot process morphology"	GO:0098846	"podocyte foot"
MP:0008060	"abnormal podocyte slit diaphragm morphology"	UBERON:0004032	"podocyte slit diaphragm"
MP:0008062	"abnormal podocyte slit junction morphology"	UBERON:0004033	"podocyte slit junction"
MP:0012736	"abnormal polar body morphology"	CL:0002090	"polar body"
MP:0012056	"abnormal polar trophectoderm morphology"	UBERON:0006280	"polar trophectoderm"
MP:0010772	"abnormal pollex morphology"	UBERON:0001463	"manual digit 1"
MP:0000970	"abnormal polymodal receptor morphology"	CL:0000567	"polymodal nocireceptor"
MP:0000848	"abnormal pons morphology"	UBERON:0000988	"pons"
MP:0009030	"abnormal pontine cistern morphology"	UBERON:0004048	"pontine cistern"
MP:0020560	"abnormal pontine nuclei morphology"	UBERON:0002151	"pontine nuclear group"
MP:0020564	"abnormal pontocerebellar fibers morphology"	UBERON:0022421	"pontocerebellar tract"
MP:0002352	"abnormal popliteal lymph node morphology"	UBERON:0001543	"popliteal lymph node"
MP:0008992	"abnormal portal lobule morphology"	UBERON:0001171	"portal lobule"
MP:0008993	"abnormal portal triad morphology"	UBERON:0001279	"portal triad"
MP:0000795	"abnormal postcentral gyrus morphology"	UBERON:0002581	"postcentral gyrus"
MP:0004785	"abnormal posterior cardinal vein morphology"	UBERON:0002065	"posterior cardinal vein"
MP:0009033	"abnormal posterior cerebellomedullary cistern"	UBERON:0005974	"posterior cerebellomedullary cistern"
MP:0013839	"abnormal posterior cerebral artery morphology"	UBERON:0001636	"posterior cerebral artery"
MP:0010893	"abnormal posterior commissure morphology"	UBERON:0000936	"posterior commissure"
MP:0014005	"abnormal posterior communicating artery morphology"	UBERON:0001628	"posterior communicating artery"
MP:0030309	"abnormal posterior cranial fossa morphology"	UBERON:0008788	"posterior cranial fossa"
MP:0005195	"abnormal posterior eye segment morphology"	UBERON:0001802	"posterior segment of eyeball"
MP:0030364	"abnormal posterior fontanelle morphology"	UBERON:0006683	"posterior fontanelle"
MP:0004275	"abnormal postnatal subventricular zone morphology"	UBERON:0010404	"lateral ventricle subependymal layer"
MP:0020551	"abnormal postsynaptic density morphology"	GO:0014069	"postsynaptic density"
MP:0010745	"abnormal pre-Botzinger complex morphology"	UBERON:0006007	"pre-Botzinger complex"
MP:0011814	"abnormal pre-pro B cell morphology"	CL:0002045	"Fraction A pre-pro B cell"
MP:0012275	"abnormal prechordal mesoderm morphology"	UBERON:0034878	"prechordal mesoderm"
MP:0004387	"abnormal prechordal plate morphology"	UBERON:0003063	"prechordal plate"
MP:0030543	"abnormal predentin morphology"	UBERON:0011587	"pre-dentine"
MP:0002820	"abnormal premaxilla morphology"	UBERON:0002244	"premaxilla"
MP:0020568	"abnormal premotor cortex morphology"	UBERON:0016634	"premotor cortex"
MP:0013329	"abnormal preputial gland morphology"	UBERON:0000359	"preputial gland"
MP:0012182	"abnormal presomitic mesoderm morphology"	UBERON:0003059	"presomitic mesoderm"
MP:0004448	"abnormal presphenoid bone morphology"	UBERON:0008828	"presphenoid bone"
MP:0009637	"abnormal pretectal region morphology"	UBERON:0001944	"pretectal region"
MP:0008316	"abnormal prevertebral ganglion morphology"	UBERON:0003964	"prevertebral ganglion"
MP:0013203	"abnormal primary cilium morphology"	GO:0072372	
MP:0012448	"abnormal primary motor cortex morphology"	UBERON:0001384	"primary motor cortex"
MP:0000991	"abnormal primary muscle spindle morphology"	UBERON:0004010	"primary muscle spindle"
MP:0009362	"abnormal primary ovarian follicle morphology"	UBERON:0000035	"primary ovarian follicle"
MP:0012737	"abnormal primary polar body morphology"	CL:0002091	"primary polar body"
MP:0000860	"abnormal primary somatosensory cortex morphology"	UBERON:0008933	"primary somatosensory cortex"
MP:0009620	"abnormal primary vitreous morphology"	UBERON:0005746	"primary vitreous"
MP:0011183	"abnormal primitive endoderm morphology"	UBERON:0008776	"inner cell mass derived hypoblast"
MP:0009330	"abnormal primitive groove morphology"	UBERON:0004056	"primitive groove"
MP:0004066	"abnormal primitive node morphology"	UBERON:0003062	"primitive knot"
MP:0009329	"abnormal primitive pit morphology"	UBERON:0004055	"primitive pit"
MP:0002231	"abnormal primitive streak morphology"	UBERON:0004341	"primitive streak"
MP:0010116	"abnormal primitive urogenital sinus morphology"	UBERON:0000164	"primitive urogenital sinus"
MP:0008391	"abnormal primordial germ cell morphology"	CL:0000670	"primordial germ cell"
MP:0009726	"abnormal primordial meninx morphology"	UBERON:0007645	"future meninx"
MP:0009361	"abnormal primordial ovarian follicle morphology"	UBERON:0003981	"primordial ovarian follicle"
MP:0005432	"abnormal pro-B cell morphology"	CL:0000826	"pro-B cell"
MP:0011197	"abnormal proamniotic cavity morphology"	UBERON:0009742	"proamniotic cavity"
MP:0002416	"abnormal proerythroblast morphology"	CL:0000547	"proerythroblast"
MP:0008195	"abnormal professional antigen presenting cell morphology"	CL:0000145	"professional antigen presenting cell"
MP:0004297	"abnormal proprioceptive neuron morphology"	CL:1001451	"sensory neuron of dorsal root ganglion"
MP:0001163	"abnormal prostate gland anterior lobe morphology"	UBERON:0008807	"coagulating gland"
MP:0009381	"abnormal prostate gland dorsolateral lobe morphology"	UBERON:0008808	"prostate gland dorsolateral lobe"
MP:0009734	"abnormal prostate gland duct morphology"	UBERON:0002485	"prostate duct"
MP:0001158	"abnormal prostate gland morphology"	UBERON:0002367	"prostate gland"
MP:0009380	"abnormal prostate gland ventral lobe morphology"	UBERON:0007615	"prostate gland ventral lobe"
MP:0004756	"abnormal proximal convoluted tubule morphology"	UBERON:0001287	"proximal convoluted tubule"
MP:0004453	"abnormal pterygoid bone morphology"	UBERON:0010389	"pterygoid bone"
MP:0004237	"abnormal pterygoid muscle morphology"	UBERON:0006720	"pterygoid muscle"
MP:0004452	"abnormal pterygoid process morphology"	UBERON:0004649	"sphenoid bone pterygoid process"
MP:0008314	"abnormal pterygopalatine ganglion morphology"	UBERON:0003962	"pterygopalatine ganglion"
MP:0009575	"abnormal pubic symphysis morphology"	UBERON:0003699	"pubic symphysis"
MP:0004506	"abnormal pubis morphology"	UBERON:0001275	"pubis"
MP:0010911	"abnormal pulmonary acinus morphology"	UBERON:0008874	"pulmonary acinus"
MP:0002271	"abnormal pulmonary alveolar duct morphology"	UBERON:0002173	"pulmonary alveolar duct"
MP:0010901	"abnormal pulmonary alveolar parenchyma morphology"	UBERON:0008870	"pulmonary alveolar parenchyma"
MP:0010902	"abnormal pulmonary alveolar sac morphology"	UBERON:0002169	"alveolar sac"
MP:0010899	"abnormal pulmonary alveolar system morphology"	UBERON:0006524	"alveolar system"
MP:0002273	"abnormal pulmonary alveolus epithelial cell morphology"	CL:0000322	"pneumocyte"
MP:0010898	"abnormal pulmonary alveolus epithelium morphology"	UBERON:0004821	"pulmonary alveolus epithelium"
MP:0002270	"abnormal pulmonary alveolus morphology"	UBERON:0002299	"alveolus of lung"
MP:0010903	"abnormal pulmonary alveolus wall morphology"	UBERON:0004894	"alveolar wall"
MP:0000484	"abnormal pulmonary artery morphology"	UBERON:0002012	"pulmonary artery"
MP:0011641	"abnormal pulmonary collagen fibril morphology"	UBERON:0011862	"pulmonary collagen fibril"
MP:0010900	"abnormal pulmonary interalveolar septum morphology"	UBERON:0004893	"interalveolar septum"
MP:0010918	"abnormal pulmonary neuroendocrine body morphology"	UBERON:0010002	"pulmonary neuroendocrine body"
MP:0000486	"abnormal pulmonary trunk morphology"	UBERON:0002333	"pulmonary trunk"
MP:0010606	"abnormal pulmonary valve anulus morphology"	UBERON:0005993	"pulmonary valve anulus"
MP:0010602	"abnormal pulmonary valve cusp morphology"	UBERON:0005992	"pulmonary valve cusp"
MP:0002748	"abnormal pulmonary valve morphology"	UBERON:0002146	"pulmonary valve"
MP:0002726	"abnormal pulmonary vein morphology"	UBERON:0002016	"pulmonary vein"
MP:0001317	"abnormal pupil morphology"	UBERON:0001771	"pupil"
MP:0004079	"abnormal putamen morphology"	UBERON:0001874	"putamen"
MP:0010791	"abnormal pyloric canal morphology"	UBERON:0008858	"pyloric canal"
MP:0010797	"abnormal pyloric gastric gland morphology"	UBERON:0008861	"pyloric gastric gland"
MP:0009861	"abnormal pyloric sphincter morphology"	UBERON:0001202	"pyloric sphincter"
MP:0009681	"abnormal pyramidal decussation morphology"	UBERON:0002755	"pyramidal decussation"
MP:0010225	"abnormal quadriceps morphology"	UBERON:0001377	"quadriceps femoris"
MP:0009035	"abnormal quadrigeminal cistern morphology"	UBERON:0004052	"quadrigeminal cistern"
MP:0003648	"abnormal radial glial cell morphology"	CL:0000681	"radial glial cell"
MP:0000552	"abnormal radius morphology"	UBERON:0001423	"radius bone"
MP:0000492	"abnormal rectum morphology"	UBERON:0001052	"rectum"
MP:0012267	"abnormal red nucleus morphology"	UBERON:0001947	"red nucleus"
MP:0004941	"abnormal regulatory T cell morphology"	CL:0000815	"regulatory T cell"
MP:0011317	"abnormal renal artery morphology"	UBERON:0001184	"renal artery"
MP:0002827	"abnormal renal corpuscle morphology"	UBERON:0001229	"renal corpuscle"
MP:0008902	"abnormal renal fat pad morphology"	UBERON:0014464	"renal fat pad"
MP:0002828	"abnormal renal glomerular capsule morphology"	UBERON:0001230	"glomerular capsule"
MP:0011348	"abnormal renal glomerulus basement membrane morphology"	UBERON:0005777	"glomerular basement membrane"
MP:0005325	"abnormal renal glomerulus morphology"	UBERON:0000074	"renal glomerulus"
MP:0009640	"abnormal renal tubule epithelium morphology"	UBERON:0004810	"nephron tubule epithelium"
MP:0002703	"abnormal renal tubule morphology"	UBERON:0001231	"nephron tubule"
MP:0011323	"abnormal renal vein morphology"	UBERON:0001140	"renal vein"
MP:0000516	"abnormal renal/urinary system morphology"	UBERON:0001008	"renal system"
MP:0002160	"abnormal reproductive system morphology"	UBERON:0000990	"reproductive system"
MP:0004389	"abnormal respiratory bronchiole morphology"	UBERON:0002188	"respiratory bronchiole"
MP:0004391	"abnormal respiratory conducting tube morphology"	UBERON:0000117	"respiratory tube"
MP:0010942	"abnormal respiratory epithelium morphology"	UBERON:0004802	"respiratory tract epithelium"
MP:0002277	"abnormal respiratory mucosa morphology"	UBERON:0004785	"respiratory system mucosa"
MP:0002132	"abnormal respiratory system morphology"	UBERON:0001004	"respiratory system"
MP:0013610	"abnormal rete ovarii morphology"	UBERON:0010185	"rete ovarii"
MP:0006416	"abnormal rete testis morphology"	UBERON:0003959	"rete testis"
MP:0002424	"abnormal reticulocyte morphology"	CL:0000558	"reticulocyte"
MP:0010235	"abnormal retina inner limiting membrane morphology"	UBERON:0001794	"inner limiting layer of retina"
MP:0001325	"abnormal retina morphology"	UBERON:0000966	"retina"
MP:0010236	"abnormal retina outer limiting membrane morphology"	UBERON:0001788	"outer limiting layer of retina"
MP:0006073	"abnormal retinal bipolar cell morphology"	CL:0000748	"retinal bipolar neuron"
MP:0006075	"abnormal retinal cone bipolar cell morphology"	CL:0000752	"cone retinal bipolar cell"
MP:0001006	"abnormal retinal cone cell morphology"	CL:0000573	"retinal cone cell"
MP:0008056	"abnormal retinal ganglion cell morphology"	CL:0000740	"retinal ganglion cell"
MP:0005241	"abnormal retinal ganglion layer morphology"	UBERON:0001792	"ganglionic layer of retina"
MP:0003733	"abnormal retinal inner nuclear layer morphology"	UBERON:0001791	"inner nuclear layer of retina"
MP:0003734	"abnormal retinal inner plexiform layer morphology"	UBERON:0001795	"inner plexiform layer of retina"
MP:0003727	"abnormal retinal layer morphology"	UBERON:0001781	"layer of retina"
MP:0010190	"abnormal retinal melanocyte morphology"	CL:0002485	"retinal melanocyte"
MP:0006303	"abnormal retinal nerve fiber layer morphology"	UBERON:0001793	"nerve fiber layer of retina"
MP:0006069	"abnormal retinal neuronal layer morphology"	UBERON:0003902	"retinal neural layer"
MP:0003731	"abnormal retinal outer nuclear layer morphology"	UBERON:0001789	"outer nuclear layer of retina"
MP:0003732	"abnormal retinal outer plexiform layer morphology"	UBERON:0001790	"outer plexiform layer of retina"
MP:0001004	"abnormal retinal photoreceptor morphology"	CL:0000287	"eye photoreceptor cell"
MP:0005201	"abnormal retinal pigment epithelium morphology"	UBERON:0001782	"pigmented layer of retina"
MP:0006071	"abnormal retinal progenitor cell morphology"	CL:0002672	"retinal progenitor cell"
MP:0006074	"abnormal retinal rod bipolar cell morphology"	CL:0000751	"rod bipolar cell"
MP:0001005	"abnormal retinal rod cell morphology"	CL:0000604	"retinal rod cell"
MP:0002792	"abnormal retinal vasculature morphology"	UBERON:0003501	"retina blood vessel"
MP:0005337	"abnormal retroperitoneal fat pad morphology"	UBERON:0010411	"retroperitoneal fat pad"
MP:0012451	"abnormal retrosplenial granular cortex morphology"	UBERON:0014918	"retrosplenial granular cortex"
MP:0012489	"abnormal retrosplenial region morphology"	UBERON:0013531	"retrosplenial region"
MP:0011406	"abnormal retrotrapezoid nucleus morphology"	UBERON:0009918	"retrotrapezoid nucleus"
MP:0012525	"abnormal rhombic lip morphology"	UBERON:0006215	"rhombic lip"
MP:0012784	"abnormal rhombomere 1 morphology"	UBERON:0005499	"rhombomere 1"
MP:0012788	"abnormal rhombomere 2 morphology"	UBERON:0005569	"rhombomere 2"
MP:0012792	"abnormal rhombomere 3 morphology"	UBERON:0005507	"rhombomere 3"
MP:0012796	"abnormal rhombomere 4 morphology"	UBERON:0005511	"rhombomere 4"
MP:0012800	"abnormal rhombomere 5 morphology"	UBERON:0005515	"rhombomere 5"
MP:0012804	"abnormal rhombomere 6 morphology"	UBERON:0005519	"rhombomere 6"
MP:0012808	"abnormal rhombomere 7 morphology"	UBERON:0005523	"rhombomere 7"
MP:0012812	"abnormal rhombomere 8 morphology"	UBERON:0005527	"rhombomere 8"
MP:0012816	"abnormal rhombomere boundary morphology"	UBERON:0018239	"rhombomere boundary"
MP:0000933	"abnormal rhombomere morphology"	UBERON:0001892	"rhombomere"
MP:0004625	"abnormal rib joint"	UBERON:0002001	"joint of rib"
MP:0000150	"abnormal rib morphology"	UBERON:0002228	"rib"
MP:0020359	"abnormal ribbon synapse morphology"	GO:0097470	"ribbon synapse"
MP:0010567	"abnormal right bundle morphology"	UBERON:0005987	"right branch of atrioventricular bundle"
MP:0009571	"abnormal right lung accessory lobe morphology"	UBERON:0004890	"right lung accessory lobe"
MP:0009574	"abnormal right lung caudal lobe morphology"	UBERON:0002171	"lower lobe of right lung"
MP:0009572	"abnormal right lung cranial lobe morphology"	UBERON:0002170	"upper lobe of right lung"
MP:0009573	"abnormal right lung middle lobe morphology"	UBERON:0002174	"middle lobe of right lung"
MP:0009570	"abnormal right lung morphology"	UBERON:0002167	"right lung"
MP:0002266	"abnormal right major bronchus morphology"	UBERON:0002177	"right main bronchus"
MP:0011318	"abnormal right renal artery morphology"	UBERON:0001185	"right renal artery"
MP:0011328	"abnormal right renal vein morphology"	UBERON:0001141	"right renal vein"
MP:0010487	"abnormal right subclavian artery morphology"	UBERON:0001534	"right subclavian artery"
MP:0004279	"abnormal rostral migratory stream morphology"	UBERON:0008881	"rostral migratory stream"
MP:0012543	"abnormal rostral neuropore morphology"	UBERON:0005070	"anterior neuropore"
MP:0004480	"abnormal round window morphology"	UBERON:0002502	"round window of inner ear"
MP:0003050	"abnormal sacral vertebrae morphology"	UBERON:0001094	"sacral vertebra"
MP:0010113	"abnormal sacrum morphology"	UBERON:0003690	"fused sacrum"
MP:0003843	"abnormal sagittal suture morphology"	UBERON:0002492	"sagittal suture"
MP:0009517	"abnormal salivary gland duct morphology"	UBERON:0001837	"duct of salivary gland"
MP:0000613	"abnormal salivary gland morphology"	UBERON:0001044	"saliva-secreting gland"
MP:0004121	"abnormal sarcolemma morphology"	GO:0042383	"sarcolemma"
MP:0004090	"abnormal sarcomere morphology"	GO:0030017	"sarcomere"
MP:0004088	"abnormal sarcoplasmic reticulum morphology"	GO:0016529	"sarcoplasmic reticulum"
MP:0003169	"abnormal scala media morphology"	UBERON:0002295	"scala media"
MP:0003167	"abnormal scala tympani morphology"	UBERON:0001864	"scala tympani"
MP:0003168	"abnormal scala vestibuli morphology"	UBERON:0001863	"scala vestibuli"
MP:0030178	"abnormal scalp morphology"	UBERON:0000403	"scalp"
MP:0010775	"abnormal scaphoid morphology"	UBERON:0001427	"radiale"
MP:0000149	"abnormal scapula morphology"	UBERON:0006849	"scapula"
MP:0004347	"abnormal scapular spine morphology"	UBERON:0004651	"scapula spine"
MP:0002698	"abnormal sclera morphology"	UBERON:0001773	"sclera"
MP:0002669	"abnormal scrotum morphology"	UBERON:0001300	"scrotum"
MP:0000647	"abnormal sebaceous gland morphology"	UBERON:0001821	"sebaceous gland"
MP:0013375	"abnormal sebocyte morphology"	CL:0002140	"acinar cell of sebaceous gland"
MP:0010356	"abnormal second pharyngeal arch artery morphology"	UBERON:0003119	"pharyngeal arch artery 2"
MP:0006338	"abnormal second pharyngeal arch morphology"	UBERON:0003066	"pharyngeal arch 2"
MP:0013223	"abnormal second pharyngeal pouch morphology"	UBERON:0007123	"pharyngeal pouch 2"
MP:0000994	"abnormal secondary muscle spindle morphology"	UBERON:0004011	"secondary muscle spindle"
MP:0009363	"abnormal secondary ovarian follicle morphology"	UBERON:0000036	"secondary ovarian follicle"
MP:0013550	"abnormal secondary palate morphology"	UBERON:0001716	"secondary palate"
MP:0012738	"abnormal secondary polar body morphology"	CL:0002093	"secondary polar body"
MP:0000863	"abnormal secondary somatosensory cortex morphology"	UBERON:0008934	"secondary somatosensory cortex"
MP:0013563	"abnormal secretory circumventricular organ morphology"	UBERON:0010134	"secretory circumventricular organ"
MP:0008488	"abnormal semicircular canal ampulla morphology"	UBERON:0004043	"semicircular canal ampulla"
MP:0002428	"abnormal semicircular canal morphology"	UBERON:0007833	"osseus semicircular canal"
MP:0002746	"abnormal semilunar valve morphology"	UBERON:0005623	"semi-lunar valve"
MP:0013899	"abnormal seminal vesicle epithelium morphology"	UBERON:0004805	"seminal vesicle epithelium"
MP:0002059	"abnormal seminal vesicle morphology"	UBERON:0000998	"seminal vesicle"
MP:0013904	"abnormal seminal vesicle muscle layer morphology"	UBERON:0004665	"muscular coat of seminal vesicle"
MP:0011750	"abnormal seminiferous tubule epithelium morphology"	UBERON:0004813	"seminiferous tubule epithelium"
MP:0002216	"abnormal seminiferous tubule morphology"	UBERON:0001343	"seminiferous tubule of testis"
MP:0013564	"abnormal sensory circumventricular organ morphology"	UBERON:0010135	"sensory circumventricular organ"
MP:0000796	"abnormal sensory dissociation area morphology"	UBERON:0003938	"sensory dissociation area"
MP:0000960	"abnormal sensory ganglion morphology"	UBERON:0001800	"sensory ganglion"
MP:0000965	"abnormal sensory neuron morphology"	CL:0000101	"sensory neuron"
MP:0012682	"abnormal septal nucleus morphology"	UBERON:0002663	"septal nuclear complex"
MP:0012003	"abnormal septum of telencephalon morphology"	UBERON:0000446	"septum of telencephalon"
MP:0012004	"abnormal septum pellucidum morphology"	UBERON:0004714	"septum pellucidum"
MP:0012252	"abnormal septum transversum morphology"	UBERON:0004161	"septum transversum"
MP:0003877	"abnormal serotonergic neuron morphology"	CL:0000850	"serotonergic neuron"
MP:0008052	"abnormal serous gland morphology"	UBERON:0000409	"serous gland"
MP:0009005	"abnormal sesamoid bone of gastrocnemius morphology"	UBERON:0003467	"sesamoid bone of gastrocnemius"
MP:0030607	"abnormal sex cord morphology"	UBERON:0005295	"sex cord"
MP:0000653	"abnormal sex gland morphology"	UBERON:0003937	"reproductive gland"
MP:0010085	"abnormal short lived plasma cell morphology"	CL:0000975	"short lived plasma cell"
MP:0004115	"abnormal sinoatrial node morphology"	UBERON:0002351	"sinoatrial node"
MP:0011573	"abnormal sinotubular junction morphology"	UBERON:0010173	"sinotubular junction"
MP:0011646	"abnormal sinuatrial valve morphology"	UBERON:0002086	"sinoatrial valve"
MP:0006355	"abnormal sixth pharyngeal arch artery morphology"	UBERON:0003123	"pharyngeal arch artery 6"
MP:0006347	"abnormal sixth pharyngeal arch morphology"	UBERON:0003117	"pharyngeal arch 6"
MP:0003084	"abnormal skeletal muscle fiber morphology"	CL:0000188	"cell of skeletal muscle"
MP:0009411	"abnormal skeletal muscle fiber triad morphology"	UBERON:0004057	"skeletal muscle fiber triad"
MP:0000759	"abnormal skeletal muscle morphology"	UBERON:0001134	"skeletal muscle tissue"
MP:0010678	"abnormal skin adnexa morphology"	UBERON:0006003	"integumentary adnexa"
MP:0002060	"abnormal skin morphology"	UBERON:0000014	"zone of skin"
MP:0009535	"abnormal skin sebaceous gland morphology"	UBERON:0003487	"skin sebaceous gland"
MP:0008108	"abnormal small intestinal villus morphology"	UBERON:0001213	"intestinal villus"
MP:0004841	"abnormal small intestine crypts of Lieberkuhn morphology"	UBERON:0001241	"crypt of Lieberkuhn of small intestine"
MP:0013792	"abnormal small intestine goblet cell morphology"	CL:1000495	"small intestine goblet cell"
MP:0000496	"abnormal small intestine morphology"	UBERON:0002108	"small intestine"
MP:0000767	"abnormal smooth muscle morphology"	UBERON:0001135	"smooth muscle tissue"
MP:0000443	"abnormal snout morphology"	UBERON:0006333	"snout"
MP:0030533	"abnormal snout skin morphology"	UBERON:1000015	"skin of snout"
MP:0030224	"abnormal soft palate muscle morphology"	UBERON:0003682	"palatal muscle"
MP:0003081	"abnormal soleus morphology"	UBERON:0001389	"soleus muscle"
MP:0010914	"abnormal solitary pulmonary neuroendocrine cell morphology"	CL:0002066	"Feyrter cell"
MP:0002752	"abnormal somatic nervous system morphology"	UBERON:0000012	"somatic nervous system"
MP:0000859	"abnormal somatosensory cortex morphology"	UBERON:0008930	"somatosensory cortex"
MP:0008322	"abnormal somatotroph morphology"	CL:0000295	"somatotropin secreting cell"
MP:0012728	"abnormal somite border morphology"	UBERON:0015178	"somite border"
MP:0009834	"abnormal sperm annulus morphology"	GO:0097227	"sperm annulus"
MP:0009830	"abnormal sperm connecting piece morphology"	GO:0097224	"sperm connecting piece"
MP:0009837	"abnormal sperm end piece morphology"	GO:0097229	"sperm end piece"
MP:0030590	"abnormal sperm fibrous sheath morphology"	GO:0035686	"sperm fibrous sheath"
MP:0008892	"abnormal sperm flagellum morphology"	GO:0036126	"sperm flagellum"
MP:0009831	"abnormal sperm midpiece morphology"	GO:0097225	"sperm midpiece"
MP:0009832	"abnormal sperm mitochondrial sheath morphology"	GO:0097226	"sperm mitochondrial sheath"
MP:0009836	"abnormal sperm principal piece morphology"	GO:0097228	"sperm principal piece"
MP:0010145	"abnormal spermatic cord morphology"	UBERON:0005352	"spermatic cord"
MP:0006380	"abnormal spermatid morphology"	CL:0000018	"spermatid"
MP:0006379	"abnormal spermatocyte morphology"	CL:0000017	"spermatocyte"
MP:0006378	"abnormal spermatogonia morphology"	CL:0000020	"spermatogonium"
MP:0000104	"abnormal sphenoid bone morphology"	UBERON:0001677	"sphenoid bone"
MP:0030365	"abnormal sphenoid fontanelle morphology"	UBERON:0006684	"sphenoidal fontanelle"
MP:0002248	"abnormal sphenoid sinus morphology"	UBERON:0001724	"sphenoidal sinus"
MP:0009692	"abnormal spinal cord alar plate morphology"	UBERON:0004063	"spinal cord alar plate"
MP:0009693	"abnormal spinal cord basal plate morphology"	UBERON:0004064	"neural tube basal plate"
MP:0009688	"abnormal spinal cord central canal morphology"	UBERON:0002291	"central canal of spinal cord"
MP:0009694	"abnormal spinal cord commissure morphology"	UBERON:0008882	"spinal cord commissure"
MP:0009677	"abnormal spinal cord dorsal column morphology"	UBERON:0005373	"spinal cord dorsal column"
MP:0006282	"abnormal spinal cord dorsal horn morphology"	UBERON:0002256	"dorsal horn of spinal cord"
MP:0010151	"abnormal spinal cord ependymal layer morphology"	UBERON:0005359	"spinal cord ependyma"
MP:0009696	"abnormal spinal cord grey commissure morphology"	UBERON:0004677	"spinal cord gray commissure"
MP:0008503	"abnormal spinal cord grey matter morphology"	UBERON:0002315	"gray matter of spinal cord"
MP:0009678	"abnormal spinal cord lateral column morphology"	UBERON:0005374	"spinal cord lateral column"
MP:0009684	"abnormal spinal cord lateral motor column morphology"	UBERON:0010405	"spinal cord lateral motor column"
MP:0009686	"abnormal spinal cord medial motor column morphology"	UBERON:0004059	"spinal cord medial motor column"
MP:0009023	"abnormal spinal cord meninges morphology"	UBERON:0003292	"meninx of spinal cord"
MP:0000955	"abnormal spinal cord morphology"	UBERON:0002240	"spinal cord"
MP:0009685	"abnormal spinal cord motor column morphology"	UBERON:0003990	"spinal cord motor column"
MP:0009679	"abnormal spinal cord ventral column morphology"	UBERON:0005375	"spinal cord ventral column"
MP:0009695	"abnormal spinal cord ventral commissure morphology"	UBERON:0004170	"spinal cord ventral commissure"
MP:0005112	"abnormal spinal cord ventral horn morphology"	UBERON:0002257	"ventral horn of spinal cord"
MP:0008027	"abnormal spinal cord white matter morphology"	UBERON:0002318	"white matter of spinal cord"
MP:0001077	"abnormal spinal nerve morphology"	UBERON:0001780	"spinal nerve"
MP:0004288	"abnormal spiral ligament morphology"	UBERON:0006725	"spiral ligament"
MP:0004287	"abnormal spiral limbus morphology"	UBERON:0002276	"lamina of spiral limbus"
MP:0004629	"abnormal spiral modiolar artery morphology"	UBERON:0002505	"spiral modiolar artery"
MP:0008318	"abnormal splanchnic nerve morphology"	UBERON:0003715	"splanchnic nerve"
MP:0002360	"abnormal spleen B cell corona morphology"	UBERON:0010421	"spleen B cell corona"
MP:0008470	"abnormal spleen B cell follicle morphology"	UBERON:0001249	"spleen lymphoid follicle"
MP:0002227	"abnormal spleen capsule morphology"	UBERON:0004641	"spleen capsule"
MP:0002361	"abnormal spleen central arteriole morphology"	UBERON:0010401	"spleen central arteriole"
MP:0002359	"abnormal spleen germinal center morphology"	UBERON:0005196	"spleen germinal center"
MP:0002363	"abnormal spleen marginal sinus morphology"	UBERON:0010398	"spleen marginal sinus"
MP:0002362	"abnormal spleen marginal zone morphology"	UBERON:0001251	"marginal zone of spleen"
MP:0011263	"abnormal spleen mesenchyme morphology"	UBERON:0006293	"spleen primordium"
MP:0000689	"abnormal spleen morphology"	UBERON:0002106	"spleen"
MP:0002358	"abnormal spleen periarteriolar lymphoid sheath morphology"	UBERON:0001960	"periarterial lymphatic sheath"
MP:0010245	"abnormal spleen perifollicular zone morphology"	UBERON:0005353	"spleen perifollicular zone"
MP:0008471	"abnormal spleen primary B follicle morphology"	UBERON:0004041	"spleen primary B follicle"
MP:0002356	"abnormal spleen red pulp morphology"	UBERON:0001250	"red pulp of spleen"
MP:0008472	"abnormal spleen secondary B follicle morphology"	UBERON:0004042	"spleen secondary B follicle"
MP:0002354	"abnormal spleen trabecular artery morphology"	UBERON:0010399	"spleen trabecular artery"
MP:0002228	"abnormal spleen trabecular vein morphology"	UBERON:0010400	"spleen trabecular vein"
MP:0002357	"abnormal spleen white pulp morphology"	UBERON:0001959	"white pulp of spleen"
