defined_class	defined_class_label	entity	entity_label
MP:0000474	"abnormal foregut morphology"	UBERON:0001041	"foregut"
MP:0030534	"abnormal forehead skin morphology"	UBERON:0016475	"skin of forehead"
MP:0013164	"abnormal forelimb bud morphology"	UBERON:0005417	"forelimb bud"
MP:0000550	"abnormal forelimb morphology"	UBERON:0002102	"forelimb"
MP:0003854	"abnormal forelimb stylopod morphology"	UBERON:0003822	"forelimb stylopod"
MP:0003553	"abnormal foreskin morphology"	UBERON:0001471	"skin of prepuce of penis"
MP:0010784	"abnormal forestomach morphology"	UBERON:0008827	"murine forestomach"
MP:0013575	"abnormal forestomach-glandular stomach junction morphology"	UBERON:0012270	"forestomach-glandular stomach junction"
MP:0004169	"abnormal fornicate gyrus morphology"	UBERON:0002600	"limbic lobe"
MP:0006354	"abnormal fourth pharyngeal arch artery morphology"	UBERON:0003121	"pharyngeal arch artery 4"
MP:0006340	"abnormal fourth pharyngeal arch morphology"	UBERON:0003115	"pharyngeal arch 4"
MP:0013265	"abnormal fourth pharyngeal pouch morphology"	UBERON:0007125	"pharyngeal pouch 4"
MP:0000828	"abnormal fourth ventricle morphology"	UBERON:0002422	"fourth ventricle"
MP:0000107	"abnormal frontal bone morphology"	UBERON:0000209	"tetrapod frontal bone"
MP:0030381	"abnormal frontal bone orbital part morphology"	UBERON:0011627	"orbital part of frontal bone"
MP:0030380	"abnormal frontal bone zygomatic process morphology"	UBERON:0012109	"zygomatic process of frontal bone"
MP:0000798	"abnormal frontal lobe morphology"	UBERON:0001870	"frontal cortex"
MP:0002246	"abnormal frontal sinus morphology"	UBERON:0001760	"frontal sinus"
MP:0011266	"abnormal frontonasal mesenchyme morphology"	UBERON:0009501	"mesenchyme of fronto-nasal process"
MP:0009901	"abnormal frontonasal prominence morphology"	UBERON:0004066	"frontonasal prominence"
MP:0010043	"abnormal frontonasal suture morphology"	UBERON:0005404	"frontonasal suture"
MP:0009492	"abnormal gallbladder epithelium morphology"	UBERON:0002029	"epithelium of gall bladder"
MP:0009465	"abnormal gallbladder infundibulum morphology"	UBERON:0015139	"infundibulum of gallbladder"
MP:0005084	"abnormal gallbladder morphology"	UBERON:0002110	"gall bladder"
MP:0008343	"abnormal gamma-delta T cell morphology"	CL:0000798	"gamma-delta T cell"
MP:0008349	"abnormal gamma-delta intraepithelial T cell morphology"	CL:0000801	"gamma-delta intraepithelial T cell"
MP:0004140	"abnormal gastric chief cell morphology"	CL:0000155	"peptic cell"
MP:0004139	"abnormal gastric parietal cell morphology"	CL:0000162	"parietal cell"
MP:0004137	"abnormal gastric surface mucous cell morphology"	CL:0002182	"surface mucosal cell of stomach"
MP:0003082	"abnormal gastrocnemius morphology"	UBERON:0001388	"gastrocnemius"
MP:0010153	"abnormal gastroesophageal sphincter morphology"	UBERON:0004550	"gastroesophageal sphincter"
MP:3000001	"abnormal gastrula morphology"	UBERON:0004734	"gastrula"
MP:0001082	"abnormal geniculate ganglion morphology"	UBERON:0001700	"geniculate ganglion"
MP:0030210	"abnormal genioglossus muscle morphology"	UBERON:0001571	"genioglossus muscle"
MP:0011771	"abnormal genital tubercle morphology"	UBERON:0005876	"undifferentiated genital tubercle"
MP:0002208	"abnormal germ cell morphology"	CL:0000586	"germ cell"
MP:0014138	"abnormal germ layer morphology"	UBERON:0000923	"germ layer"
MP:0008176	"abnormal germinal center B cell morphology"	CL:0000844	"germinal center B cell"
MP:0030606	"abnormal gingival sulcus moprhology"	UBERON:0008805	"gingival groove"
MP:0002163	"abnormal gland morphology"	UBERON:0002530	"gland"
MP:0009102	"abnormal glans penis morphology"	UBERON:0001299	"glans penis"
MP:0012068	"abnormal globose cell of olfactory epithelium morphology"	CL:0002171	"globose cell of olfactory epithelium"
MP:0004081	"abnormal globus pallidus morphology"	UBERON:0001875	"globus pallidus"
MP:0011453	"abnormal glomerular capillary endothelium morphology"	UBERON:0004294	"glomerular capillary endothelium"
MP:0011320	"abnormal glomerular capillary morphology"	UBERON:0004212	"glomerular capillary"
MP:0011498	"abnormal glomerular capsule parietal layer morphology"	UBERON:0005750	"glomerular parietal epithelium"
MP:0011499	"abnormal glomerular capsule space morphology"	UBERON:0001286	"Bowman's space"
MP:0011497	"abnormal glomerular capsule visceral layer morphology"	UBERON:0005751	"visceral layer of glomerular capsule"
MP:0011454	"abnormal glomerular endothelium fenestra morphology"	GO:0036053	"glomerular endothelium fenestra"
MP:0011339	"abnormal glomerular mesangium morphology"	UBERON:0002320	"glomerular mesangium"
MP:0001096	"abnormal glossopharyngeal ganglion morphology"	UBERON:0001701	"glossopharyngeal ganglion"
MP:0001073	"abnormal glossopharyngeal nerve morphology"	UBERON:0001649	"glossopharyngeal nerve"
MP:0002255	"abnormal glottis morphology"	UBERON:0002486	"glottis"
MP:0003247	"abnormal glutaminergic neuron morphology"	CL:0000679	"glutamatergic neuron"
MP:0010385	"abnormal glycinergic neuron morphology"	CL:1001509	"glycinergic neuron"
MP:0000999	"abnormal golgi tendon organ morphology"	UBERON:0004012	"golgi tendon organ"
MP:0005651	"abnormal gonad rudiment morphology"	UBERON:0003855	"gonad mesenchyme"
MP:0005335	"abnormal gonadal fat pad morphology"	UBERON:0003428	"gonadal fat pad"
MP:0011411	"abnormal gonadal ridge morphology"	UBERON:0005294	"gonadal ridge"
MP:0008325	"abnormal gonadotroph morphology"	CL:0000437	"gonadtroph"
MP:0008380	"abnormal gonial bone morphology"	UBERON:0003966	"gonial bone"
MP:0013694	"abnormal granulocyte monocyte progenitor cell morphology"	CL:0000557	"granulocyte monocyte progenitor cell"
MP:0002441	"abnormal granulocyte morphology"	CL:0000094	"granulocyte"
MP:0008868	"abnormal granulosa cell morphology"	CL:0000501	"granulosa cell"
MP:0020460	"abnormal gum epithelium morphology"	UBERON:0001949	"gingival epithelium"
MP:0020459	"abnormal gum morphology"	UBERON:0001828	"gingiva"
MP:0005500	"abnormal gustatory system morphology"	UBERON:0001033	"gustatory system"
MP:0002378	"abnormal gut-associated lymphoid tissue morphology"	UBERON:0001962	"gut-associated lymphoid tissue"
MP:0004082	"abnormal habenula morphology"	UBERON:0001904	"habenula"
MP:0000045	"abnormal hair cell morphology"	CL:0000855	"sensory hair cell"
MP:0010681	"abnormal hair follicle bulb morphology"	UBERON:0005932	"bulb of hair follicle"
MP:0009759	"abnormal hair follicle bulge morphology"	UBERON:0005975	"hair follicle bulge"
MP:0010682	"abnormal hair follicle infundibulum morphology"	UBERON:0005968	"infundibulum of hair follicle"
MP:0010685	"abnormal hair follicle inner root sheath morphology"	UBERON:0005941	"hair inner root sheath"
MP:0010694	"abnormal hair follicle isthmus morphology"	UBERON:0006005	"hair follicle isthmus"
MP:0010686	"abnormal hair follicle matrix region morphology"	UBERON:0006004	"hair follicle matrix region"
MP:0000377	"abnormal hair follicle morphology"	UBERON:0002073	"hair follicle"
MP:0010684	"abnormal hair follicle outer root sheath morphology"	UBERON:0005942	"hair outer root sheath"
MP:0030580	"abnormal hair follicle placode morphology"	UBERON:0005086	"hair follicle placode"
MP:0003809	"abnormal hair shaft morphology"	UBERON:0002074	"hair shaft"
MP:0000979	"abnormal hair-down neuron morphology"	CL:1001437	"hair-down neuron"
MP:0000977	"abnormal hair-tylotrich neuron morphology"	CL:1001436	"hair-tylotrich neuron"
MP:0009049	"abnormal hallux morphology"	UBERON:0003631	"pedal digit 1"
MP:0003756	"abnormal hard palate morphology"	UBERON:0003216	"hard palate"
MP:0011257	"abnormal head fold morphology"	UBERON:0009746	"head fold of embryonic disc"
MP:0011260	"abnormal head mesenchyme morphology"	UBERON:0005253	"head mesenchyme"
MP:0000432	"abnormal head morphology"	UBERON:0000033	"head"
MP:0030539	"abnormal head paraxial mesoderm morphology"	UBERON:0009617	"head paraxial mesoderm"
MP:0030529	"abnormal head skin morphology"	UBERON:0001084	"skin of head"
MP:0012515	"abnormal heart apex morphology"	UBERON:0002098	"apex of heart"
MP:0010489	"abnormal heart atrium auricular region morphology"	UBERON:0006618	"atrium auricular region"
MP:0003105	"abnormal heart atrium morphology"	UBERON:0002081	"cardiac atrium"
MP:0009863	"abnormal heart elastic tissue morphology"	UBERON:0003610	"heart elastic tissue"
MP:0010545	"abnormal heart layer morphology"	UBERON:0005983	"heart layer"
MP:0003923	"abnormal heart left atrium morphology"	UBERON:0002079	"left cardiac atrium"
MP:0003921	"abnormal heart left ventricle morphology"	UBERON:0002084	"heart left ventricle"
MP:0010429	"abnormal heart left ventricle outflow tract morphology"	UBERON:0005956	"outflow part of left ventricle"
MP:0000266	"abnormal heart morphology"	UBERON:0000948	"heart"
MP:0003922	"abnormal heart right atrium morphology"	UBERON:0002078	"right cardiac atrium"
MP:0003920	"abnormal heart right ventricle morphology"	UBERON:0002080	"heart right ventricle"
MP:0010428	"abnormal heart right ventricle outflow tract morphology"	UBERON:0005953	"outflow part of right ventricle"
MP:0006113	"abnormal heart septum morphology"	UBERON:0002099	"cardiac septum"
MP:0000285	"abnormal heart valve morphology"	UBERON:0000946	"cardial valve"
MP:0005294	"abnormal heart ventricle morphology"	UBERON:0002082	"cardiac ventricle"
MP:0012715	"abnormal hemangioblast morphology"	CL:0002418	"hemangioblast"
MP:0013656	"abnormal hematopoietic cell morphology"	CL:0000988	"hematopoietic cell"
MP:0013707	"abnormal hematopoietic precursor cell morphology"	CL:0008001	"hematopoietic precursor cell"
MP:0004808	"abnormal hematopoietic stem cell morphology"	CL:0000037	"hematopoietic stem cell"
MP:0012246	"abnormal hepatic cord morphology"	UBERON:0005452	"hepatic cord"
MP:0012234	"abnormal hepatic diverticulum morphology"	UBERON:0008835	"hepatic diverticulum"
MP:0009501	"abnormal hepatic duct morphology"	UBERON:0005171	"hepatic duct"
MP:0010668	"abnormal hepatic portal vein morphology"	UBERON:0001639	"hepatic portal vein"
MP:0010439	"abnormal hepatic vein morphology"	UBERON:0001143	"hepatic vein"
MP:0002138	"abnormal hepatobiliary system morphology"	UBERON:0002423	"hepatobiliary system"
MP:0012240	"abnormal hepatoblast morphology"	CL:0005026	"hepatoblast"
MP:0000607	"abnormal hepatocyte morphology"	CL:0000182	"hepatocyte"
MP:0000841	"abnormal hindbrain morphology"	UBERON:0002028	"hindbrain"
MP:0008786	"abnormal hindgut morphology"	UBERON:0001046	"hindgut"
MP:0013167	"abnormal hindlimb bud morphology"	UBERON:0005418	"hindlimb bud"
MP:0000556	"abnormal hindlimb morphology"	UBERON:0002103	"hindlimb"
MP:0003856	"abnormal hindlimb stylopod morphology"	UBERON:0000376	"hindlimb stylopod"
MP:0003857	"abnormal hindlimb zeugopod morphology"	UBERON:0003823	"hindlimb zeugopod"
MP:0008221	"abnormal hippocampal commissure morphology"	UBERON:0000908	"hippocampal commissure"
MP:0003006	"abnormal hippocampal fornix morphology"	UBERON:0000052	"fornix of brain"
MP:0002761	"abnormal hippocampal mossy fiber morphology"	UBERON:0005381	"dentate gyrus granule cell layer"
MP:0008263	"abnormal hippocampus CA1 region morphology"	UBERON:0003881	"CA1 field of hippocampus"
MP:0008265	"abnormal hippocampus CA2 region morphology"	UBERON:0003882	"CA2 field of hippocampus"
MP:0008267	"abnormal hippocampus CA3 region morphology"	UBERON:0003883	"CA3 field of hippocampus"
MP:0008269	"abnormal hippocampus CA4 region morphology"	UBERON:0003884	"CA4 field of hippocampus"
MP:0009938	"abnormal hippocampus granule cell morphology"	CL:0001033	"hippocampal granule cell"
MP:0000813	"abnormal hippocampus layer morphology"	UBERON:0002305	"layer of hippocampus"
MP:0008286	"abnormal hippocampus molecular cell layer"	UBERON:0005368	"hippocampus molecular layer"
MP:0000807	"abnormal hippocampus morphology"	UBERON:0002421	"hippocampal formation"
MP:0008284	"abnormal hippocampus pyramidal cell layer"	UBERON:0002313	"hippocampus pyramidal layer"
MP:0008262	"abnormal hippocampus region morphology"	UBERON:0003876	"hippocampal field"
MP:0011149	"abnormal hippocampus stratum lacunosum morphology"	UBERON:0005370	"hippocampus stratum lacunosum"
MP:0011150	"abnormal hippocampus stratum oriens morphology"	UBERON:0005371	"hippocampus stratum oriens"
MP:0011151	"abnormal hippocampus stratum radiatum morphology"	UBERON:0005372	"hippocampus stratum radiatum"
MP:0013543	"abnormal holocrine gland morphology"	UBERON:0012344	"holocrine gland"
MP:0012069	"abnormal horizontal basal cell of olfactory epithelium morphology"	CL:0002184	"basal proper cell of olfactory epithelium"
MP:0006068	"abnormal horizontal cell morphology"	CL:0000745	"retina horizontal cell"
MP:0020304	"abnormal horn morphology"	UBERON:0006967	"horn"
MP:0005296	"abnormal humerus morphology"	UBERON:0000976	"humerus"
MP:0006429	"abnormal hyaline cartilage morphology"	UBERON:0001994	"hyaline cartilage tissue"
MP:0012537	"abnormal hyaloid artery morphology"	UBERON:0002270	"hyaloid artery"
MP:0009917	"abnormal hyoid bone body morphology"	UBERON:0003999	"hyoid bone body"
MP:0009913	"abnormal hyoid bone greater horn morphology"	UBERON:0003997	"hyoid bone greater horn"
MP:0009914	"abnormal hyoid bone lesser horn morphology"	UBERON:0003998	"hyoid bone lesser horn"
MP:0003056	"abnormal hyoid bone morphology"	UBERON:0001685	"hyoid bone"
MP:0003358	"abnormal hypaxial muscle morphology"	UBERON:0008777	"hypaxial musculature"
MP:0011156	"abnormal hypodermis fat layer morphology"	UBERON:0002190	"subcutaneous adipose tissue"
MP:0003705	"abnormal hypodermis morphology"	UBERON:0002072	"hypodermis"
MP:0011157	"abnormal hypodermis muscle layer morphology"	UBERON:0008876	"hypodermis skeletal muscle layer"
MP:0013824	"abnormal hypoglossal canal morphology"	UBERON:0006682	"hypoglossal canal"
MP:0030535	"abnormal hypoglossal cord morphology"	UBERON:0010059	"hypoglossal cord"
